model,scen,oos_cost,networkconfig
Mcc,138,223680.3413,acongested
Mcc,139,226272.7942,acongested
Mcc,140,223127.4531,acongested
Mcc,141,218441.2691,acongested
Mcc,142,224246.1104,acongested
Mcc,143,217743.7523,acongested
Mcc,144,214563.243,acongested
Mcc,145,220538.4661,acongested
Mcc,146,222924.8732,acongested
Mcc,147,220350.2776,acongested
Mcc,148,221820.4031,acongested
Mcc,149,217421.8898,acongested
Mcc,150,222406.3777,acongested
Mcc,151,223388.3921,acongested
Mcc,152,221200.8257,acongested
Mcc,153,223277.5064,acongested
Mcc,154,215931.3187,acongested
Mcc,155,221139.0715,acongested
Mcc,156,220651.6527,acongested
Mcc,157,216254.8657,acongested
Mcc,158,216526.332,acongested
Mcc,159,228045.4728,acongested
Mcc,160,228734.6286,acongested
Mcc,161,219698.7062,acongested
Mcc,162,225184.8146,acongested
Mcc,163,218606.9945,acongested
Mcc,164,220051.6627,acongested
Mcc,165,216636.4421,acongested
Mcc,166,225413.7301,acongested
Mcc,167,218408.1619,acongested
Mcc,168,220882.0655,acongested
Mcc,169,220659.4387,acongested
Mcc,170,222328.7895,acongested
Mcc,171,218521.8189,acongested
Mcc,172,219769.7219,acongested
Mcc,173,218530.0373,acongested
Mcc,174,223367.0717,acongested
Mcc,175,221459.6421,acongested
Mcc,176,226546.3279,acongested
Mcc,177,218868.1505,acongested
Mcc,178,221932.3751,acongested
Mcc,179,219957.3708,acongested
Mcc,180,226010.3398,acongested
Mcc,181,222780.3508,acongested
Mcc,182,224311.8389,acongested
Mcc,183,221916.4467,acongested
Mcc,184,225315.2111,acongested
Mcc,185,221011.7777,acongested
Mcc,186,225576.1475,acongested
Mcc,187,226399.8339,acongested
Mcc,188,219121.5583,acongested
Mcc,189,221644.7787,acongested
Mcc,190,220180.7488,acongested
Mcc,191,225168.0789,acongested
Mcc,192,226042.6445,acongested
Mcc,193,220046.5423,acongested
Mcc,194,222903.7771,acongested
Mcc,195,224020.7988,acongested
Mcc,196,223788.1741,acongested
Mcc,197,220023.3196,acongested
Mcc,198,222636.5011,acongested
Mcc,199,221864.304,acongested
Mcc,200,222215.855,acongested
R1,1,339209.36411266105,acongested
R1,2,318190.55701266107,acongested
R1,3,345406.11421266105,acongested
R1,4,298669.4175126611,acongested
R1,5,295073.43651266105,acongested
R1,6,331340.01021266106,acongested
R1,7,325427.04931266105,acongested
R1,8,314258.77111266105,acongested
R1,9,285796.6029126611,acongested
R1,10,344383.8622126611,acongested
R1,11,369928.1371126611,acongested
R1,12,348746.0192126611,acongested
R1,13,323166.46951266105,acongested
R1,14,333675.62751266104,acongested
R1,15,348321.30021266104,acongested
R1,16,361614.82291266107,acongested
R1,17,341423.94011266105,acongested
R1,18,375085.55581266107,acongested
R1,19,356633.6284126611,acongested
R1,20,339473.8329126611,acongested
R1,21,360597.30641266104,acongested
R1,22,341543.36901266105,acongested
R1,23,339152.1588126611,acongested
R1,24,310192.9607126611,acongested
R1,25,376705.24551266106,acongested
R1,26,357437.2764126611,acongested
R1,27,351858.8550126611,acongested
R1,28,365106.5731126611,acongested
R1,29,339619.13791266107,acongested
R1,30,344879.96361266106,acongested
R1,31,360014.1785126611,acongested
R1,32,342058.98441266106,acongested
R1,33,318090.1640126611,acongested
R1,34,340444.70131266105,acongested
R1,35,348697.7399126611,acongested
R1,36,325580.31281266105,acongested
R1,37,398402.32891266106,acongested
R1,38,345214.0807126611,acongested
R1,39,339602.7483126611,acongested
R1,40,352364.3035126611,acongested
R1,41,322174.68261266104,acongested
R1,42,335416.55701266107,acongested
R1,43,375538.1122126611,acongested
R1,44,328138.65821266104,acongested
R1,45,342500.87781266106,acongested
R1,46,317282.00921266107,acongested
R1,47,336924.58731266105,acongested
R1,48,307396.0574126611,acongested
R1,49,372567.66541266104,acongested
R1,50,321585.7250126611,acongested
R1,51,332543.4128126611,acongested
R1,52,352728.45731266105,acongested
R1,53,358550.07761266106,acongested
R1,54,377725.95711266104,acongested
R1,55,362650.90361266106,acongested
R1,56,333688.0376126611,acongested
R1,57,360662.97121266107,acongested
R1,58,338020.93511266104,acongested
R1,59,379498.54041266104,acongested
R1,60,364689.20041266107,acongested
R1,61,361028.3856126611,acongested
R1,62,309702.3930126611,acongested
R1,63,342758.1086126611,acongested
R1,64,329630.6404126611,acongested
R1,65,315094.6898126611,acongested
R1,66,316431.45861266105,acongested
R1,67,352490.47311266104,acongested
R1,68,379322.36701266107,acongested
R1,69,316500.24171266105,acongested
R1,70,337222.1212126611,acongested
R1,71,350416.7617126611,acongested
R1,72,331330.1614126611,acongested
R1,73,346335.92221266107,acongested
R1,74,334421.8708126611,acongested
R1,75,334587.23711266107,acongested
R1,76,313043.33491266106,acongested
R1,77,359299.75921266107,acongested
R1,78,358655.57491266105,acongested
R1,79,347256.75791266107,acongested
R1,80,334580.30161266105,acongested
R1,81,341898.8982126611,acongested
R1,82,327682.5106126611,acongested
R1,83,298615.8807126611,acongested
R1,84,312628.88271266106,acongested
R1,85,362338.4579126611,acongested
R1,86,371233.67081266106,acongested
R1,87,363648.1860126611,acongested
R1,88,306909.36761266104,acongested
R1,89,343836.31871266104,acongested
R1,90,287185.45651266107,acongested
R1,91,349800.8379126611,acongested
R1,92,295623.7130126611,acongested
R1,93,382963.66231266106,acongested
R1,94,309125.9754126611,acongested
R1,95,338013.65211266105,acongested
R1,96,335697.0377126611,acongested
R1,97,381510.94261266105,acongested
R1,98,350101.32751266105,acongested
R1,99,335342.8723126611,acongested
R1,100,331276.28821266105,acongested
R1,101,365695.69781266106,acongested
R1,102,374844.34711266105,acongested
R1,103,346291.09841266106,acongested
R1,104,341107.4958126611,acongested
R1,105,335294.8293126611,acongested
R1,106,301894.5473126611,acongested
R1,107,337010.4518126611,acongested
R1,108,352003.07131266105,acongested
R1,109,338739.0671126611,acongested
R1,110,339382.5732126611,acongested
R1,111,332419.8636126611,acongested
R1,112,323640.38131266105,acongested
R1,113,321212.51751266106,acongested
R1,114,323902.5791126611,acongested
R1,115,323253.2557126611,acongested
R1,116,329071.22421266104,acongested
R1,117,371967.43521266105,acongested
R1,118,355157.95351266104,acongested
R1,119,328015.4336126611,acongested
R1,120,363076.11431266106,acongested
R1,121,337607.8022126611,acongested
R1,122,355744.7375126611,acongested
R1,123,331974.3144126611,acongested
R1,124,342567.03931266104,acongested
R1,125,347080.60061266104,acongested
R1,126,384147.71811266104,acongested
R1,127,333627.3062126611,acongested
R1,128,304341.13011266105,acongested
R1,129,302981.44011266105,acongested
R1,130,361330.0733126611,acongested
R1,131,339364.61701266107,acongested
R1,132,330261.7205126611,acongested
R1,133,331378.48791266105,acongested
R1,134,336817.29101266107,acongested
R1,135,345250.43381266104,acongested
R1,136,339386.00051266106,acongested
R1,137,338215.99291266105,acongested
R1,138,357968.79041266104,acongested
R1,139,347229.30511266104,acongested
R1,140,332205.1531126611,acongested
R1,141,368995.5019126611,acongested
R1,142,315095.2277126611,acongested
R1,143,342809.84201266104,acongested
R1,144,302347.92071266106,acongested
R1,145,322804.39251266106,acongested
R1,146,345681.84081266104,acongested
R1,147,371475.2716126611,acongested
R1,148,338170.49151266104,acongested
R1,149,347145.8794126611,acongested
R1,150,350144.76961266104,acongested
R1,151,390713.2176126611,acongested
R1,152,331096.3673126611,acongested
R1,153,375215.37301266106,acongested
R1,154,336934.34821266105,acongested
R1,155,299256.48441266106,acongested
R1,156,331960.69861266104,acongested
